,hh,HHID_old,region,urban,year,month,sregion,inflation
746,H13310-04-03,222300221004.0,2,0,2014,6,4,1.0753197970037849
747,H13310-04-04,222300221007.0,2,0,2014,6,4,1.0753197970037849
748,H13310-04-05,222300221011.0,2,0,2014,5,4,1.0851567104844397
749,H13310-04-06,222300221014.0,2,0,2014,6,4,1.0753197970037849
750,H13310-04-07,222300221016.0,2,0,2014,10,4,1.0948123174730158
751,H13311-04-01,2223002211.0,2,0,2014,6,4,1.0753197970037849
752,H14001-04-01,2073000601.0,2,0,2014,1,5,1.0693649877067413
753,H14002-04-01,2073000602.0,2,0,2014,1,5,1.0693649877067413
754,H14003-04-01,2073000603.0,2,0,2014,1,5,1.0693649877067413
755,H14003-04-02,,2,0,2014,7,5,1.0747256362995772
756,H14003-04-03,,3,0,2014,10,6,1.0948123174730158
757,H14004-04-01,2073000604.0,2,0,2014,7,5,1.0747256362995772
758,H14004-04-02,,2,0,2014,7,5,1.0747256362995772
759,H14004-04-03,,2,0,2014,7,5,1.0747256362995772
760,H14005-04-01,2073000605.0,2,0,2014,7,5,1.0747256362995772
761,H14006-04-01,2073000606.0,2,0,2014,7,5,1.0747256362995772
762,H14006-04-02,,2,0,2014,7,5,1.0747256362995772
763,H14007-04-01,2073000607.0,2,0,2014,1,5,1.0693649877067413
764,H14008-04-01,2073000608.0,2,0,2014,7,5,1.0747256362995772
765,H14008-04-02,,2,0,2014,7,5,1.0747256362995772
766,H14009-04-01,2073000609.0,2,0,2014,1,5,1.0693649877067413
767,H14010-04-01,2073000610.0,2,0,2014,7,5,1.0747256362995772
768,H14101-04-01,2081000101.0,2,1,2013,11,5,1.0687510235353679
769,H14104-04-01,2081000104.0,2,0,2014,6,5,1.0753197970037849
770,H14104-04-02,,2,1,2014,6,5,1.0753197970037849
771,H14106-04-01,2081000106.0,2,1,2013,11,5,1.0687510235353679
772,H14109-04-01,2081000109.0,2,0,2013,11,5,1.0687510235353679
773,H14109-04-03,208100010903.0,1,1,2014,8,1,1.0868319920274512
774,H14109-04-04,208100010904.0,2,0,2014,9,5,1.0904529147205702
775,H14110-04-01,2081000110.0,2,1,2013,11,5,1.0687510235353679
776,H14111-04-01,2081000111.0,2,1,2013,11,5,1.0687510235353679
777,H14201-04-01,2193000301.0,2,0,2014,4,5,1.0965546293128212
778,H14202-04-01,2193000302.0,2,0,2013,10,5,1.0757810432021624
779,H14203-04-01,2193000303.0,2,0,2014,3,5,1.085526134477244
780,H14206-04-01,2193000306.0,2,0,2014,4,5,1.0965546293128212
781,H14207-04-01,2193000307.0,2,0,2014,4,5,1.0965546293128212
782,H14207-04-02,,2,0,2013,10,5,1.0757810432021624
783,H14207-04-03,,2,0,2013,10,5,1.0757810432021624
784,H14208-04-01,2193000308.0,2,0,2014,4,5,1.0965546293128212
785,H14209-04-01,2193000309.0,2,0,2014,3,5,1.085526134477244
786,H14210-04-01,2193000310.0,2,0,2013,10,5,1.0757810432021624
787,H14301-04-01,2083000501.0,2,0,2014,8,5,1.0868319920274512
788,H14301-04-02,,2,0,2014,8,5,1.0868319920274512
789,H14302-04-01,2083000502.0,2,0,2014,8,5,1.0868319920274512
790,H14302-04-02,208300050203.0,2,0,2014,8,5,1.0868319920274512
791,H14302-04-03,2208300050203.0,2,0,2014,8,5,1.0868319920274512
792,H14302-04-04,30208300050203.0,2,0,2014,8,5,1.0868319920274512
793,H14303-04-01,2083000503.0,2,0,2014,2,5,1.0731904059908903
794,H14304-04-01,2083000504.0,2,0,2014,8,5,1.0868319920274512
795,H14304-04-02,,2,0,2014,8,5,1.0868319920274512
796,H14304-04-03,,2,0,2014,8,5,1.0868319920274512
797,H14304-04-04,,2,0,2014,8,5,1.0868319920274512
798,H14305-04-01,2083000505.0,2,0,2014,2,5,1.0731904059908903
799,H14306-04-01,2083000506.0,2,0,2014,8,5,1.0868319920274512
800,H14306-04-02,,2,0,2014,10,5,1.0948123174730158
801,H14307-04-01,2083000507.0,2,0,2014,2,5,1.0731904059908903
802,H14308-04-01,2083000508.0,2,0,2014,2,5,1.0731904059908903
803,H14308-04-02,,2,0,2014,2,5,1.0731904059908903
804,H14309-04-01,2083000509.0,2,0,2014,8,5,1.0868319920274512
805,H14309-04-02,208300050903.0,2,0,2014,8,5,1.0868319920274512
806,H14309-04-03,208300050909.0,2,0,2014,8,5,1.0868319920274512
807,H14309-04-04,208300050912.0,2,0,2014,8,5,1.0868319920274512
808,H14309-04-05,2208300050904.0,2,0,2014,10,5,1.0948123174730158
809,H14310-04-01,2083000510.0,2,0,2014,2,5,1.0731904059908903
810,H14401-04-01,2083000701.0,2,0,2013,11,5,1.0687510235353679
811,H14402-04-01,2083000702.0,2,0,2013,11,5,1.0687510235353679
812,H14402-04-02,208300070203.0,2,0,2014,6,5,1.0753197970037849
813,H14403-04-01,2083000703.0,2,0,2013,11,5,1.0687510235353679
814,H14404-04-01,2083000704.0,2,0,2013,11,5,1.0687510235353679
815,H14404-04-02,208300070403.0,2,0,2014,6,5,1.0753197970037849
816,H14404-04-03,220830007040303.0,2,0,2014,6,5,1.0753197970037849
817,H14405-04-01,2083000705.0,2,0,2014,6,5,1.0753197970037849
818,H14406-04-01,2083000706.0,2,0,2013,11,5,1.0687510235353679
819,H14407-04-01,2083000707.0,2,0,2014,6,5,1.0753197970037849
820,H14407-04-02,,2,0,2014,6,5,1.0753197970037849
821,H14408-04-01,2083000708.0,2,0,2014,6,5,1.0753197970037849
822,H14409-04-01,2083000709.0,2,0,2014,6,5,1.0753197970037849
823,H14410-04-02,,2,0,2014,6,5,1.0753197970037849
824,H14601-04-01,2091000301.0,2,1,2013,10,5,1.0757810432021624
825,H14606-04-01,2091000306.0,2,1,2013,10,5,1.0757810432021624
826,H14612-04-01,2091000312.0,2,1,2013,10,5,1.0757810432021624
827,H14801-04-01,2233001101.0,2,0,2013,12,5,1.0700411330335953
828,H14801-04-02,,2,0,2013,12,5,1.0700411330335953
829,H14802-04-01,2233001102.0,2,0,2014,6,5,1.0753197970037849
830,H14803-04-01,2233001103.0,2,0,2013,12,5,1.0700411330335953
831,H14804-04-01,2233001104.0,2,0,2013,12,5,1.0700411330335953
832,H14805-04-01,2233001105.0,2,0,2013,12,5,1.0700411330335953
833,H14806-04-01,2233001106.0,2,0,2013,12,5,1.0700411330335953
834,H14806-04-02,223300110603.0,2,0,2014,6,5,1.0753197970037849
835,H14806-04-03,223300110608.0,2,0,2013,12,5,1.0700411330335953
836,H14807-04-01,2233001107.0,2,0,2014,6,5,1.0753197970037849
837,H14807-04-02,,2,0,2014,7,5,1.0747256362995772
838,H14808-04-01,2233001108.0,2,0,2014,6,5,1.0753197970037849
839,H14808-04-02,,2,0,2014,7,5,1.0747256362995772
840,H14809-04-01,2233001109.0,2,0,2014,6,5,1.0753197970037849
841,H14810-04-01,2233001110.0,2,0,2014,6,5,1.0753197970037849
842,H14903-04-01,2233001403.0,2,0,2013,10,5,1.0757810432021624
843,H14903-04-02,,2,0,2013,10,5,1.0757810432021624
844,H14904-04-01,2233001404.0,2,0,2013,10,5,1.0757810432021624
845,H14906-04-01,2233001406.0,2,0,2013,10,5,1.0757810432021624
846,H14906-04-02,,2,0,2013,10,5,1.0757810432021624
847,H14907-04-01,2233001407.0,2,0,2013,10,5,1.0757810432021624
848,H14908-04-01,2233001408.0,2,0,2013,10,5,1.0757810432021624
849,H14910-04-01,2233001410.0,2,0,2014,4,5,1.0965546293128212
850,H15002-04-01,2233001802.0,2,0,2014,1,5,1.0693649877067413
851,H15003-04-01,2233001803.0,2,0,2014,7,5,1.0747256362995772
852,H15004-04-01,2233001804.0,2,0,2014,1,5,1.0693649877067413
853,H15005-04-01,2233001805.0,2,0,2014,1,5,1.0693649877067413
854,H15006-04-01,2233001806.0,2,0,2014,1,5,1.0693649877067413
855,H15007-04-01,2233001807.0,2,0,2014,1,5,1.0693649877067413
856,H15007-04-02,223300180704.0,2,0,2014,7,5,1.0747256362995772
857,H15008-04-01,2233001808.0,2,0,2014,7,5,1.0747256362995772
858,H15008-04-02,223300180803.0,2,0,2014,7,5,1.0747256362995772
859,H15009-04-01,2233001809.0,2,0,2014,7,5,1.0747256362995772
860,H15010-04-01,2233001810.0,2,0,2014,7,5,1.0747256362995772
861,H15101-04-01,2233002201.0,2,0,2014,5,5,1.0851567104844397
862,H15102-04-01,2233002202.0,2,0,2013,11,5,1.0687510235353679
863,H15102-04-02,,2,1,2014,6,4,1.0753197970037849
864,H15103-04-01,2233002203.0,2,0,2013,11,5,1.0687510235353679
865,H15104-04-01,2233002204.0,2,0,2014,5,5,1.0851567104844397
866,H15105-04-01,2233002205.0,2,0,2013,11,5,1.0687510235353679
867,H15106-04-01,2233002206.0,2,0,2014,5,5,1.0851567104844397
868,H15107-04-01,2233002207.0,2,0,2014,5,5,1.0851567104844397
869,H15108-04-01,2233002208.0,2,0,2014,5,5,1.0851567104844397
870,H15109-04-01,2233002209.0,2,0,2013,11,5,1.0687510235353679
871,H15109-04-02,,2,0,2014,5,5,1.0851567104844397
872,H15110-04-01,2233002210.0,2,0,2013,11,5,1.0687510235353679
873,H15301-04-01,2233002901.0,2,0,2013,12,5,1.0700411330335953
874,H15301-04-02,,2,0,2014,10,5,1.0948123174730158
875,H15302-04-01,2233002902.0,2,0,2014,6,5,1.0753197970037849
876,H15304-04-01,2233002904.0,2,0,2013,12,5,1.0700411330335953
877,H15305-04-01,2233002905.0,2,0,2014,6,5,1.0753197970037849
878,H15306-04-01,2233002906.0,2,0,2013,12,5,1.0700411330335953
879,H15308-04-01,2233002908.0,2,0,2013,12,5,1.0700411330335953
880,H15309-04-01,2233002909.0,2,0,2014,6,5,1.0753197970037849
881,H15309-04-02,,2,0,2013,12,5,1.0700411330335953
882,H15310-04-01,2233002910.0,2,0,2013,12,5,1.0700411330335953
883,H15502-04-01,2183003702.0,2,0,2014,7,5,1.0747256362995772
884,H15503-04-01,2183003703.0,2,0,2014,1,5,1.0693649877067413
885,H15504-04-01,2183003704.0,2,0,2014,1,5,1.0693649877067413
886,H15505-04-01,2183003705.0,2,0,2014,1,5,1.0693649877067413
887,H15505-04-02,30218300370504.0,2,0,2014,7,5,1.0747256362995772
888,H15506-04-01,2183003706.0,2,0,2014,7,5,1.0747256362995772
889,H15508-04-01,2183003708.0,2,0,2014,1,5,1.0693649877067413
890,H15509-04-01,2183003709.0,2,0,2014,7,5,1.0747256362995772
891,H15510-04-01,2183003710.0,2,0,2014,1,5,1.0693649877067413
892,H15902-04-01,2103000702.0,2,0,2013,11,5,1.0687510235353679
893,H15903-04-01,2103000703.0,2,0,2013,11,5,1.0687510235353679
894,H15904-04-01,2103000704.0,2,0,2014,5,5,1.0851567104844397
895,H15905-04-01,2103000705.0,2,0,2013,11,5,1.0687510235353679
896,H15907-04-01,2103000707.0,2,0,2014,5,5,1.0851567104844397
897,H15907-04-02,,2,0,2013,11,5,1.0687510235353679
898,H15908-04-01,2103000708.0,2,0,2013,11,5,1.0687510235353679
899,H15909-04-01,2103000709.0,2,0,2013,11,5,1.0687510235353679
900,H15909-04-02,210300070901.0,2,0,2013,11,5,1.0687510235353679
901,H15909-04-03,210300070904.0,2,0,2014,5,5,1.0851567104844397
902,H15910-04-01,2103000710.0,2,0,2014,5,5,1.0851567104844397
903,H16201-04-01,2113000401.0,2,0,2013,12,5,1.0700411330335953
904,H16201-04-02,,2,0,2013,12,5,1.0700411330335953
905,H16202-04-01,2113000402.0,2,0,2014,6,5,1.0753197970037849
906,H16203-04-01,2113000403.0,2,0,2013,12,5,1.0700411330335953
907,H16204-04-01,2113000404.0,2,0,2014,6,5,1.0753197970037849
908,H16205-04-01,2113000405.0,2,0,2013,12,5,1.0700411330335953
909,H16206-04-01,2113000406.0,2,0,2013,12,5,1.0700411330335953
910,H16207-04-01,2113000407.0,2,0,2013,12,5,1.0700411330335953
911,H16208-04-01,2113000408.0,2,0,2014,6,5,1.0753197970037849
912,H16209-04-01,2113000409.0,2,0,2013,12,5,1.0700411330335953
913,H16210-04-01,2113000410.0,2,0,2013,12,5,1.0700411330335953
914,H16302-04-01,2113000602.0,2,0,2014,4,5,1.0965546293128212
915,H16304-04-01,2113000604.0,2,0,2013,10,5,1.0757810432021624
916,H16305-04-01,2113000605.0,2,0,2014,4,5,1.0965546293128212
917,H16305-04-02,2211300060504.0,2,0,2014,4,5,1.0965546293128212
918,H16305-04-03,,2,0,2014,4,5,1.0965546293128212
919,H16306-04-01,2113000606.0,2,1,2013,10,5,1.0757810432021624
920,H16307-04-01,2113000607.0,2,0,2013,10,5,1.0757810432021624
921,H16308-04-01,2113000608.0,2,0,2013,10,5,1.0757810432021624
922,H16308-04-02,2211300060807.0,2,0,2014,10,5,1.0948123174730158
923,H16309-04-01,2113000609.0,2,0,2013,10,5,1.0757810432021624
924,H16310-04-01,2113000610.0,2,0,2014,4,5,1.0965546293128212
925,H16401-04-01,2113000701.0,2,0,2014,1,5,1.0693649877067413
926,H16402-04-01,2113000702.0,2,1,2014,1,5,1.0693649877067413
927,H16403-04-01,2113000703.0,2,0,2014,1,5,1.0693649877067413
928,H16404-04-01,2113000704.0,2,0,2014,7,5,1.0747256362995772
929,H16405-04-01,2113000705.0,2,0,2014,7,5,1.0747256362995772
930,H16405-04-02,30211300070503.0,2,0,2014,7,5,1.0747256362995772
931,H16406-04-01,2113000706.0,2,0,2014,7,5,1.0747256362995772
932,H16407-04-01,2113000707.0,2,0,2014,1,5,1.0693649877067413
933,H16407-04-02,,2,0,2014,7,5,1.0747256362995772
934,H16407-04-03,,2,0,2014,7,5,1.0747256362995772
935,H16408-04-01,2113000708.0,2,0,2014,1,5,1.0693649877067413
936,H16409-04-01,2113000709.0,2,0,2014,7,5,1.0747256362995772
937,H16409-04-02,211300070903.0,2,0,2014,7,5,1.0747256362995772
938,H16409-04-03,211300070905.0,2,0,2014,7,5,1.0747256362995772
939,H16409-04-04,211300070906.0,2,0,2014,7,5,1.0747256362995772
940,H16410-04-01,2113000710.0,2,0,2014,1,5,1.0693649877067413
941,H16501-04-01,2113000901.0,2,0,2013,11,5,1.0687510235353679
942,H16501-04-02,,2,0,2014,6,5,1.0753197970037849
943,H16502-04-01,2113000902.0,2,0,2013,11,5,1.0687510235353679
944,H16503-04-01,2113000903.0,2,0,2014,5,5,1.0851567104844397
945,H16505-04-01,2113000905.0,2,0,2013,11,5,1.0687510235353679
946,H16505-04-02,211300090503.0,2,0,2014,5,5,1.0851567104844397
947,H16505-04-03,211300090504.0,2,0,2014,6,5,1.0753197970037849
948,H16506-04-01,2113000906.0,2,0,2013,11,5,1.0687510235353679
949,H16507-04-01,2113000907.0,2,0,2013,11,5,1.0687510235353679
950,H16508-04-01,2113000908.0,2,0,2014,5,5,1.0851567104844397
951,H16509-04-01,2113000909.0,2,0,2014,5,5,1.0851567104844397
952,H16510-04-01,2113000910.0,2,0,2013,11,5,1.0687510235353679
953,H16604-04-01,2121000304.0,2,1,2013,11,5,1.0687510235353679
954,H16604-04-02,,2,1,2014,10,5,1.0948123174730158
955,H16606-04-01,2121000306.0,2,0,2013,11,5,1.0687510235353679
956,H16607-04-01,2121000307.0,2,1,2013,11,5,1.0687510235353679
957,H16609-04-01,2121000309.0,2,1,2013,11,5,1.0687510235353679
958,H16611-04-01,2121000311.0,2,1,2013,11,5,1.0687510235353679
959,H16701-04-01,2213000601.0,2,0,2014,7,5,1.0747256362995772
960,H16702-04-01,2213000602.0,2,0,2014,7,5,1.0747256362995772
961,H16703-04-01,2213000603.0,2,0,2014,2,5,1.0731904059908903
962,H16703-04-02,,2,0,2014,7,5,1.0747256362995772
963,H16704-04-01,2213000604.0,2,0,2014,2,5,1.0731904059908903
964,H16704-04-02,,2,1,2014,7,5,1.0747256362995772
965,H16705-04-01,2213000605.0,2,0,2014,2,5,1.0731904059908903
966,H16707-04-01,2213000607.0,2,0,2014,2,5,1.0731904059908903
967,H16708-04-01,2213000608.0,2,0,2014,2,5,1.0731904059908903
968,H16709-04-01,2213000609.0,2,0,2014,2,5,1.0731904059908903
969,H16710-04-01,2213000610.0,2,0,2014,7,5,1.0747256362995772
970,H16802-04-01,2123000802.0,2,0,2014,2,5,1.0731904059908903
971,H16803-04-01,2123000803.0,2,0,2014,7,5,1.0747256362995772
972,H16804-04-01,2123000804.0,2,0,2014,7,5,1.0747256362995772
973,H16804-04-03,,2,0,2014,7,5,1.0747256362995772
974,H16806-04-01,2123000806.0,2,0,2014,2,5,1.0731904059908903
975,H16806-04-02,,2,0,2014,7,5,1.0747256362995772
976,H16807-04-01,2123000807.0,2,0,2014,7,5,1.0747256362995772
977,H16808-04-01,2123000808.0,2,0,2014,2,5,1.0731904059908903
978,H16809-04-01,2123000809.0,2,0,2014,2,5,1.0731904059908903
979,H16809-04-02,212300080902.0,2,1,2014,7,5,1.0747256362995772
980,H16809-04-03,212300080905.0,2,0,2014,10,4,1.0948123174730158
981,H16810-04-01,2123000810.0,2,0,2014,2,5,1.0731904059908903
982,H17002-04-01,2123001102.0,2,0,2014,1,5,1.0693649877067413
983,H17003-04-01,2123001103.0,2,0,2014,1,5,1.0693649877067413
984,H17005-04-01,2123001105.0,2,0,2014,10,5,1.0948123174730158
985,H17006-04-01,2123001106.0,2,0,2014,1,5,1.0693649877067413
986,H17007-04-01,2123001107.0,2,0,2014,7,5,1.0747256362995772
987,H17007-04-02,212300110703.0,2,0,2014,1,5,1.0693649877067413
988,H17008-04-01,2123001108.0,2,0,2014,1,5,1.0693649877067413
989,H17009-04-01,2123001109.0,2,0,2014,7,5,1.0747256362995772
990,H17009-04-02,,2,0,2014,7,5,1.0747256362995772
991,H17010-04-01,2123001110.0,2,0,2014,7,5,1.0747256362995772
992,H17010-04-02,212300111005.0,1,1,2014,10,1,1.0948123174730158
993,H17101-04-01,2123001301.0,2,0,2013,10,5,1.0757810432021624
994,H17102-04-01,2123001302.0,2,0,2014,4,5,1.0965546293128212
995,H17103-04-01,2123001303.0,2,0,2013,10,5,1.0757810432021624
996,H17105-04-01,2123001305.0,2,0,2013,10,5,1.0757810432021624
997,H17107-04-01,2123001307.0,2,0,2013,10,5,1.0757810432021624
998,H17108-04-01,2123001308.0,2,0,2014,4,5,1.0965546293128212
999,H17109-04-01,2123001309.0,2,0,2013,10,5,1.0757810432021624
1000,H17110-04-01,2123001310.0,2,0,2014,4,5,1.0965546293128212
1001,H17201-04-01,2143000201.0,2,0,2014,5,4,1.0851567104844397
1002,H17201-04-02,,2,0,2014,5,4,1.0851567104844397
1003,H17201-04-03,,2,0,2014,6,4,1.0753197970037849
1004,H17202-04-01,2143000202.0,2,0,2014,2,4,1.0731904059908903
1005,H17203-04-01,2143000203.0,2,0,2014,2,4,1.0731904059908903
1006,H17204-04-01,2143000204.0,2,0,2014,8,4,1.0868319920274512
1007,H17205-04-01,2143000205.0,2,0,2014,2,4,1.0731904059908903
1008,H17206-04-01,2143000206.0,2,1,2014,8,4,1.0868319920274512
1009,H17207-04-01,2143000207.0,2,0,2014,2,4,1.0731904059908903
1010,H17207-04-02,,2,1,2014,10,4,1.0948123174730158
1011,H17208-04-01,2143000208.0,2,0,2014,6,4,1.0753197970037849
1012,H17210-04-01,2143000210.0,2,0,2014,2,4,1.0731904059908903
1013,H17301-04-01,2143000301.0,2,0,2014,5,4,1.0851567104844397
1014,H17302-04-01,2143000302.0,2,0,2014,5,4,1.0851567104844397
1015,H17308-04-01,2143000308.0,2,0,2013,11,4,1.0687510235353679
1016,H17309-04-01,2143000309.0,2,0,2014,5,4,1.0851567104844397
1017,H17310-04-01,2143000310.0,2,0,2014,5,4,1.0851567104844397
1018,H17401-04-01,2151000101.0,2,1,2014,2,5,1.0731904059908903
1019,H17401-04-02,,2,1,2014,7,5,1.0747256362995772
1020,H17403-04-01,2151000103.0,2,1,2014,2,5,1.0731904059908903
1021,H17404-04-01,2151000104.0,2,1,2014,2,5,1.0731904059908903
1022,H17405-04-01,2151000105.0,2,0,2014,2,5,1.0731904059908903
1023,H17406-04-01,2151000106.0,2,1,2014,2,5,1.0731904059908903
1024,H17406-04-03,,2,0,2014,8,5,1.0868319920274512
1025,H17408-04-01,2151000108.0,2,0,2014,8,5,1.0868319920274512
1026,H17409-04-01,2151000109.0,2,1,2014,8,5,1.0868319920274512
1027,H17410-04-01,2151000110.0,2,1,2014,7,5,1.0747256362995772
1028,H17502-04-01,2153000202.0,2,0,2014,3,5,1.085526134477244
1029,H17503-04-01,2153000203.0,2,0,2014,3,5,1.085526134477244
1030,H17504-04-02,,2,0,2013,9,5,1.0759212825732265
1031,H17506-04-01,2153000206.0,2,0,2014,3,5,1.085526134477244
1032,H17507-04-01,2153000207.0,2,0,2013,10,5,1.0757810432021624
1033,H17508-04-01,2153000208.0,2,0,2013,9,5,1.0759212825732265
1034,H17509-04-01,2153000209.0,2,0,2013,10,5,1.0757810432021624
1035,H17511-04-01,2153000211.0,2,0,2013,9,5,1.0759212825732265
1036,H17511-04-02,,2,0,2013,9,5,1.0759212825732265
1037,H17511-04-03,,2,0,2013,9,5,1.0759212825732265
1038,H17601-04-01,2153000401.0,2,0,2013,12,5,1.0700411330335953
1039,H17602-04-01,2153000402.0,2,0,2014,6,5,1.0753197970037849
1040,H17604-04-01,2153000404.0,2,0,2013,12,5,1.0700411330335953
1041,H17605-04-01,2153000405.0,2,0,2014,6,5,1.0753197970037849
1042,H17606-04-01,2153000406.0,2,0,2013,12,5,1.0700411330335953
1043,H17608-04-01,2153000408.0,2,0,2014,6,5,1.0753197970037849
1044,H17608-04-02,,2,0,2014,8,5,1.0868319920274512
1045,H17609-04-01,2153000409.0,2,0,2013,12,5,1.0700411330335953
1046,H17610-04-01,2153000410.0,2,0,2013,12,5,1.0700411330335953
1047,H17701-04-01,2153000601.0,2,0,2013,10,4,1.0757810432021624
1048,H17703-04-01,2153000603.0,2,0,2013,10,4,1.0757810432021624
1049,H17704-04-01,2153000604.0,2,0,2013,10,4,1.0757810432021624
1050,H17705-04-02,,2,1,2013,11,5,1.0687510235353679
1051,H17707-04-02,215300060703.0,2,0,2014,4,4,1.0965546293128212
1052,H17707-04-03,215300060705.0,2,0,2014,4,4,1.0965546293128212
1053,H17707-04-04,,1,0,2014,10,3,1.0948123174730158
1054,H17708-04-01,2153000608.0,2,0,2014,4,4,1.0965546293128212
1055,H17708-04-02,,2,0,2014,10,4,1.0948123174730158
1056,H17709-04-01,2153000609.0,2,0,2013,10,4,1.0757810432021624
1057,H17710-04-01,2153000610.0,2,0,2014,4,4,1.0965546293128212
1058,H18001-04-01,3021000201.0,3,0,2013,11,6,1.0687510235353679
1059,H18001-04-02,,3,0,2013,11,6,1.0687510235353679
1060,H18005-04-01,3021000205.0,3,1,2013,11,6,1.0687510235353679
1061,H18007-04-01,3021000207.0,3,1,2013,11,6,1.0687510235353679
1062,H18010-04-01,3021000210.0,3,0,2014,6,6,1.0753197970037849
1063,H18011-04-01,3021000211.0,3,1,2013,11,6,1.0687510235353679
1064,H18012-04-01,3021000212.0,3,1,2014,6,6,1.0753197970037849
1065,H18013-04-01,3021000213.0,3,1,2014,6,6,1.0753197970037849
1066,H18101-04-01,3023000301.0,3,0,2014,3,6,1.085526134477244
1067,H18102-04-01,3023000302.0,3,0,2014,3,6,1.085526134477244
1068,H18103-04-01,3023000303.0,3,0,2013,9,6,1.0759212825732265
1069,H18103-04-02,302300030303.0,3,0,2014,3,6,1.085526134477244
1070,H18103-04-03,302300030307.0,3,0,2014,10,6,1.0948123174730158
1071,H18104-04-01,3023000304.0,3,0,2013,9,6,1.0759212825732265
1072,H18104-04-02,302300030403.0,3,0,2013,9,6,1.0759212825732265
1073,H18104-04-03,302300030404.0,3,0,2013,10,6,1.0757810432021624
1074,H18104-04-04,,3,0,2014,10,6,1.0948123174730158
1075,H18105-04-01,3023000305.0,3,0,2013,10,6,1.0757810432021624
1076,H18106-04-01,3023000306.0,3,0,2014,3,6,1.085526134477244
1077,H18107-04-01,3023000307.0,3,0,2014,3,6,1.085526134477244
1078,H18108-04-01,3023000308.0,3,0,2014,3,6,1.085526134477244
1079,H18109-04-01,3023000309.0,3,0,2014,3,6,1.085526134477244
1080,H18110-04-01,3023000310.0,3,0,2014,3,6,1.085526134477244
1081,H18201-04-01,3023000501.0,3,0,2014,1,6,1.0693649877067413
1082,H18202-04-02,3023000502.0,3,0,2014,7,6,1.0747256362995772
1083,H18202-04-03,302300050202.0,3,0,2014,7,6,1.0747256362995772
1084,H18202-04-04,302300050205.0,3,0,2014,7,6,1.0747256362995772
1085,H18202-04-05,,3,0,2014,7,6,1.0747256362995772
1086,H18202-04-06,,3,0,2014,10,6,1.0948123174730158
1087,H18203-04-01,3023000503.0,3,0,2014,1,6,1.0693649877067413
1088,H18204-04-01,3023000504.0,3,0,2014,1,6,1.0693649877067413
1089,H18204-04-02,,3,0,2014,8,6,1.0868319920274512
1090,H18205-04-01,3023000505.0,3,0,2014,1,6,1.0693649877067413
1091,H18205-04-02,,3,0,2014,8,6,1.0868319920274512
1092,H18206-04-01,3023000506.0,3,0,2014,8,6,1.0868319920274512
1093,H18206-04-02,,3,0,2014,8,6,1.0868319920274512
1094,H18207-04-01,3023000507.0,3,0,2014,7,6,1.0747256362995772
1095,H18207-04-02,,3,0,2014,10,6,1.0948123174730158
1096,H18208-04-01,3023000508.0,3,0,2014,1,6,1.0693649877067413
1097,H18209-04-01,3023000509.0,3,0,2014,7,6,1.0747256362995772
1098,H18209-04-02,,3,0,2014,7,6,1.0747256362995772
1099,H18210-04-01,2302300051007.0,3,0,2014,7,6,1.0747256362995772
1100,H18210-04-02,3023000510.0,3,0,2014,7,6,1.0747256362995772
1101,H18210-04-03,302300051003.0,3,0,2014,7,6,1.0747256362995772
1102,H18210-04-04,302300051004.0,3,0,2014,8,6,1.0868319920274512
1103,H18210-04-05,302300051008.0,3,0,2014,8,6,1.0868319920274512
1104,H18301-04-01,2302300080102.0,3,0,2014,4,6,1.0965546293128212
1105,H18301-04-02,2302300080104.0,3,0,2014,4,6,1.0965546293128212
1106,H18301-04-03,2302300080110.0,3,0,2014,4,6,1.0965546293128212
1107,H18301-04-04,2302300080111.0,3,0,2014,5,6,1.0851567104844397
1108,H18301-04-05,3023000801.0,3,0,2014,7,6,1.0747256362995772
1109,H18301-04-06,302300080103.0,3,0,2014,8,6,1.0868319920274512
1110,H18301-04-07,,3,0,2014,8,6,1.0868319920274512
1111,H18302-04-01,3023000802.0,3,0,2013,10,6,1.0757810432021624
1112,H18303-04-01,3023000803.0,3,0,2013,10,6,1.0757810432021624
1113,H18305-04-01,3023000805.0,3,0,2013,10,6,1.0757810432021624
1114,H18306-04-01,3023000806.0,3,0,2013,10,6,1.0757810432021624
1115,H18307-04-01,3023000807.0,3,0,2013,10,6,1.0757810432021624
1116,H18308-04-01,3023000808.0,3,0,2014,3,6,1.085526134477244
1117,H18309-04-01,3023000809.0,3,0,2014,3,6,1.085526134477244
1118,H18311-04-01,3023000811.0,3,0,2014,4,6,1.0965546293128212
1119,H18311-04-02,,1,0,2014,10,2,1.0948123174730158
1120,H18601-04-01,2302300160108.0,3,0,2014,3,6,1.085526134477244
1121,H18601-04-02,2302300160112.0,3,0,2014,3,6,1.085526134477244
1122,H18601-04-03,3023001601.0,3,0,2014,8,6,1.0868319920274512
1123,H18601-04-04,302300160107.0,3,0,2014,8,6,1.0868319920274512
1124,H18602-04-01,3023001602.0,3,0,2013,10,6,1.0757810432021624
1125,H18603-04-01,3023001603.0,3,0,2013,10,6,1.0757810432021624
1126,H18604-04-01,3023001604.0,3,0,2013,10,6,1.0757810432021624
1127,H18605-04-01,3023001605.0,3,0,2013,10,6,1.0757810432021624
1128,H18606-04-01,3023001606.0,3,0,2014,3,6,1.085526134477244
1129,H18607-04-01,3023001607.0,3,0,2014,3,6,1.085526134477244
